Description,Latitude,Location,Longitude,Price,Title,Url
Homemade rose wood burning with color,35.3504636,"Hendersonville, NC",-82.4161365,10.0,"oval brown, white, black, green, and orange floral",https://us.letgo.com/en/i/oval-brown-white-black-green-and-orange-floral_5ca4cc0f-d6d4-42e6-a764-b0b53cf4a58d
"Infiniti M37X 96,000 miles AWD Salvage title Cash only Serious buyers only Message me with more questions and for pictures Negotiable",35.5950581,"Asheville, NC",-82.5514869,10500.0,Infiniti - M - 2011,https://us.letgo.com/en/i/Infiniti-M-2011_ac15861b-1709-4d92-a855-b6b8719c94ba
None,35.3504636,"Hendersonville, NC",-82.4161365,10.0,I love you deerley signage,https://us.letgo.com/en/i/I-love-you-deerley-signage_49d6b5e8-d359-4759-8054-3575a476de5d
"Homemade wood burning with glitter epoxy owl with woodburnt letters ""Owl always love you"" 1 of a kind handmade!",35.3504636,"Hendersonville, NC",-82.4161365,10.0,Wood burning with glitter epoxy owl,https://us.letgo.com/en/i/Wood-burning-with-glitter-epoxy-owl_8be41c71-ed25-4940-ace1-ccc12fd58919
None,35.400248100000006,"Hendersonville, NC",-82.3824538,1500.0,Mercury - Cougar - 1983,https://us.letgo.com/en/i/Mercury-Cougar-1983_0c20f965-322e-4baf-896c-a8b4baafc981
Make an offer,35.344571189391,"Hendersonville, NC",-82.438023375371,190.0,round silver Michael Kors chronograph watch with black strap,https://us.letgo.com/en/i/round-silver-Michael-Kors-chronograph-watch-with-black-strap_f30541d6-0fbd-4017-80f9-10e064f0bbb3
455 big block Runs and drives great has ac and power steering $9500 or trade for 4x4,35.5525244,"Clyde, NC",-82.8767814,9500.0,Pontiac - LeMans - 1971,https://us.letgo.com/en/i/Pontiac-LeMans-1971_603ea772-5fff-4c45-8578-4efbc1a343f5
,35.593549238765,"Asheville, NC",-82.570382476391,30.0,brown wooden rocking armchair,https://us.letgo.com/en/i/brown-wooden-rocking-armchair_6f8ebd34-fb18-46f0-8a1b-3d1a461318cc
Oral B pro 1000 crossaction eletric toothbrush,35.3464684,"Hendersonville, NC",-82.4403534,25.0,Oral B pro 1000,https://us.letgo.com/en/i/Oral-B-pro-1000_bb7f5aa3-9f53-4e9d-be37-a5fe98209ecb
"Here are a few records I'm parting with. $1 per record, price negotiable. List below. Beethoven: Symphony 6 Pastorale - Karajan NM Beethoven: Symphony 7 - London Symphony NM Schubert: Impromptus - Anievas VG+ Smokey Robinson 3x LP Anthology - VG Sibelius: Symphony 2 - Philadelphia Orchestra VG+ Earth Wind and Fire: Sprit NM Jo Stafford: Starring Jo Stafford - VG+ Everly Brothers: Both Sides of an Evening VG+ Leon Russell: And The Shelter People NM John McLaughlin: Shakti VG+ Charlie Parker: The Verve Years - 2 LP VG+ Los Indios Tabajaras: Always In My Heart VG Yma Sumac: Voice of the Xtabay - Set of 78s - Records are VG+, cover is G The Bible: Original Soundtrack - VG Mahler: Symphony 5 - VG+ London Symphony Gershwin: An American In Paris/Rhapsody in Blue - VG Vienna Symphony Smokey Robinson: Being With You - VG James Taylor: JT - VG 2 LP The Soul of Brazil Compilation - G Bartok: Music for Strings, Percussion and Celesta - G Living Stereo Reiner Chicago Ormandy Conducts Wagner Vol 2: Philadelphia Orchestra VG George Carlin: FM & AM - VG+ Carole King: Simple Things - VG",35.607670142675,"Asheville, NC",-82.546992267082,1.0,"Vinyl Records - Classical, Pop",https://us.letgo.com/en/i/Vinyl-Records-Classical-Pop_b8a9ace7-eca5-423f-8dc3-1798ca16e8cb
None,35.612108,"Black Mountain, NC",-82.342775,25.0,black and gray Craftsman wet and dry vacuum cleaner,https://us.letgo.com/en/i/black-and-gray-Craftsman-wet-and-dry-vacuum-cleaner_c8299ee4-5ba6-4123-9799-a3b5837cdd17
Got it 4 months ago but had to move and am selling everything. Barely used and I'm great condition.,35.645707338150004,"Asheville, NC",-82.56773125388,350.0,Glass table with green chairs,https://us.letgo.com/en/i/Glass-table-with-green-chairs_109487d8-0933-46b1-b4df-2537210b9e1c
None,35.612108,"Black Mountain, NC",-82.342775,25.0,Bissell quick steamer w/ powerbrush pet attachment,https://us.letgo.com/en/i/Bissell-quick-steamer-w-powerbrush-pet-attachment_c33ec350-54c0-4cc1-8678-25bdf34a401c
None,35.5454308,"Candler, NC",-82.6769796,10.0,Toddler girl's Converse,https://us.letgo.com/en/i/-Toddler-girl-s-Converse_0f446393-085a-42d3-adc6-1e1881ff02b1
New Banjo Bros commuter backpack,35.5833044,"Asheville, NC",-82.555653,30.0,New Banjo Bros Commuter Backpack,https://us.letgo.com/en/i/New-Banjo-Bros-Commuter-Backpack_9de90e28-b639-4c5b-8833-9c18b9ad9b01
"New Joe Blow Pro bicycle pump Original retail is 120$ Works great, No issues",35.5833044,"Asheville, NC",-82.555653,35.0,Bicycle pump,https://us.letgo.com/en/i/Bicycle-pump_d83b660a-beaa-484a-b060-322ae898c5c8
"These are a few of the tools im selling i have alot of other tools i didnt post if your looking for anything specific just ask, i might have it. I will sell the tools as a set or just individually.",35.5833044,"Asheville, NC",-82.555653,50.0,Assorted Park Bike Tools,https://us.letgo.com/en/i/Assorted-Park-Bike-Tools_02cc44d1-4462-4143-82a4-c61878004187
None,35.5833044,"Asheville, NC",-82.555653,30.0,two black Hutchinson cyclocross packs,https://us.letgo.com/en/i/two-black-Hutchinson-cyclocross-packs_04903845-e8d0-4b5e-8bab-cc2cbc648f54
,35.574611851304,"Waynesville, NC",-83.047674974982,5.0,Black mobile spec charge & sync cable with pack..,https://us.letgo.com/en/i/Black-mobile-spec-charge-sync-cable-with-pack-_6679df93-0c2e-4aef-a670-decd6d8813e8
Brand new still in package,35.5833044,"Asheville, NC",-82.555653,25.0,New 30 foot cable lock,https://us.letgo.com/en/i/New-30-foot-cable-lock_e9cc28ff-abb7-4a8b-adb9-c6f2fd638404
,35.574609470180995,"Waynesville, NC",-83.047673822803,5.0,Black sun visor hat,https://us.letgo.com/en/i/Black-sun-visor-hat_450a9c37-33a5-4acc-9559-ab6c8483a06f
,35.574611851304,"Waynesville, NC",-83.047674974982,5.0,Black belkin micro usb connector box..,https://us.letgo.com/en/i/Black-belkin-micro-usb-connector-box-_65755b72-a4f5-49da-be15-1496aca1b8ef
"Awesome boots! They don't fit me. water proof (leather), they are used but originally cost $150, still super nice looking, size 9b",35.8264981,"Mars Hill, NC",-82.54929990000001,50.0,Pair of brown-and-red leather cowgirl boots,https://us.letgo.com/en/i/Pair-of-brown-and-red-leather-cowgirl-boots_a77ae8a5-9182-4d40-b97e-26806b363f21
,35.574483181957,"Waynesville, NC",-83.047760447428,5.0,Black mobilespec mono bluetooth headset box..,https://us.letgo.com/en/i/Black-mobilespec-mono-bluetooth-headset-box-_7fdc7229-62b4-4dae-930e-494d2ccabd58
SPOTLESS SANITIZED FULLSIZE MATTRESS SET. WE ACCEPT ALL MAJOR CREDIT CARDS AND OFFER DELIVERY FOR A FEE.,35.466161299999996,"Arden, NC",-82.51669820000001,79.0,SPOTLESS SANITIZED FULLSIZE MATTRESS SET,https://us.letgo.com/en/i/SPOTLESS-SANITIZED-FULLSIZE-MATTRESS-SET_b497d1f1-c5b1-44fe-a982-e754891279b1
,35.574483181957,"Waynesville, NC",-83.047760447428,5.0,Folio tablet case box.,https://us.letgo.com/en/i/Folio-tablet-case-box-_3c0032c6-b0e4-4546-8192-aa4631a5d531
None,35.5520303,"Canton, NC",-82.84816190000001,0.0,Faux fur boots,https://us.letgo.com/en/i/Faux-fur-boots_515e760b-95b0-4bde-8b27-fbbf3b759ac6
Ps4 Uncharted 4 A Theifs End,35.5360973,"Candler, NC",-82.6927363,30.0,Uncharted 4 PS4 game case,https://us.letgo.com/en/i/Uncharted-4-PS4-game-case_b8c3d0c6-6d75-4045-aeff-f39c3099b86f
None,35.897275,"Mars Hill, NC",-82.50330600000001,35.0,Like New. Michael Kors small wallet.,https://us.letgo.com/en/i/Like-New-Michael-Kors-small-wallet-_c262a3cd-5327-4105-98f6-44a1291309a0
All brand new - Osprey - Flap Jill Courier bag and Veer Shoulder bags.,35.620582011706,"Black Mountain, NC",-82.322301923117,45.0,Osprey computer courier bag + 2 Osprey Veer shoulder bags,https://us.letgo.com/en/i/Osprey-computer-courier-bag-2-Osprey-Veer-shoulder-bags_8f13e2b8-890f-4af5-b9b8-4890a20c0645
,35.545758904398,"Asheville, NC",-82.627324147292,25.0,C. Wonder medium tote - Black,https://us.letgo.com/en/i/C-Wonder-medium-tote-Black_31797906-f03b-4389-844c-e28dde6ec13a
,35.545696182800995,"Asheville, NC",-82.627327125885,25.0,C. Wonder medium tote,https://us.letgo.com/en/i/C-Wonder-medium-tote_a8e6089e-07f7-4001-aafb-4fdd23ed506d
3 like new owl kitchen containers,35.6513,"Leicester, NC",-82.7659,60.0,six assorted-color ceramic jars,https://us.letgo.com/en/i/six-assorted-color-ceramic-jars_7f64ac36-3dbf-4057-816c-0d990027ecce
,35.6513,"Leicester, NC",-82.7659,25.0,Public speaking for college & career book collage,https://us.letgo.com/en/i/Public-speaking-for-college-career-book-collage_17b7ca02-08d3-4c96-ae3c-4b653e0190c3
,35.6513,"Leicester, NC",-82.7659,30.0,Nomnom collection,https://us.letgo.com/en/i/Nomnom-collection-_77f1ddfa-02ee-41ca-8a2c-dda035a48787
,35.6513,"Leicester, NC",-82.7659,30.0,Huge assortment of beads and buttons,https://us.letgo.com/en/i/Huge-assortment-of-beads-and-buttons_fbdf51c6-5c7b-48e2-a427-7a3430f4d533
,35.6513,"Leicester, NC",-82.7659,35.0,Shop kind and very nice shadow box,https://us.letgo.com/en/i/Shop-kind-and-very-nice-shadow-box_284b08cb-7250-4882-82bd-eda7b22fd5da
,35.545700105257,"Asheville, NC",-82.62732348380901,30.0,Vera Bradley crossbody and wallet - Camofloral - New,https://us.letgo.com/en/i/Vera-Bradley-crossbody-and-wallet-Camofloral-New_7d216f50-008a-43af-994c-0dbde5a8719b
,35.6513,"Leicester, NC",-82.7659,10.0,Kids night vision goggle,https://us.letgo.com/en/i/Kids-night-vision-goggle-_6298b190-c8cd-4666-b6e7-362f06a6b4ae
,35.6513,"Leicester, NC",-82.7659,20.0,Assorted-scrapbook paper. Over 100 pages,https://us.letgo.com/en/i/Assorted-scrapbook-paper-Over-100-pages_22fed6ae-2a69-40c4-9e4e-d3bcd6bbadbf
Blitzed collage math book,35.6513,"Leicester, NC",-82.7659,20.0,assorted-color papers collage,https://us.letgo.com/en/i/assorted-color-papers-collage_9946373a-f633-4b4c-ac25-782c8c72c40a
100 or best offer 150 with the blue Shelf and what Shelf and all the movies VCR player,35.2788129,"East Flat Rock, NC",-82.41568290000001,100.0,Vhs comes with VCR player,https://us.letgo.com/en/i/Vhs-comes-with-VCR-player_c3960ad0-718d-455f-8414-d56f0a530122
Two trays of beads for $30 or 1 tray for $20. I’m not sure of the material that the beads are made of.,35.58164082997,"Asheville, NC",-82.64629605001299,30.0,Hand Painted Beads,https://us.letgo.com/en/i/Hand-Painted-Beads_e84f8122-8024-4a50-b48b-3c018926c3c6
Like new,35.545756747048,"Asheville, NC",-82.627329602915,40.0,"Vera Bradley bags - small crossbody, hipster and wallet",https://us.letgo.com/en/i/Vera-Bradley-bags-small-crossbody-hipster-and-wallet_e6ed06e9-dfbc-40db-9663-ca1c1d077ba3
08 f250 with a 6.4 diesel 291000 miles has a lift gate 2 wheel drive,35.459001,"Arden, NC",-82.5298292,6000.0,Ford - F-250 - 2008,https://us.letgo.com/en/i/Ford-F-250-2008_40c76935-63ac-4ef5-9c69-53dd90edc00a
"Bonavita Peyton Crib is 58 long x 31.6 depth x 48 high Bonavita Peyton changing table is 49 long x 19 depth x 31 high The changing table dresser has rosebud knobs, which were added after purchased to give a feminine look. The surround on the changing table is removable (bolted with screws for safety). The crib comes with the mattress, waterproof mattress cover, and linens. (All excellent) Thank you for your consideration!",35.4589,"Arden, NC",-82.6035,300.0,Bonavita crib/changing table dresser set,https://us.letgo.com/en/i/Bonavita-crib-changing-table-dresser-set_d0f374a1-8109-4223-94ce-c5e9a8d597f4
"Everything you need to color your hair! 5A,6A, 6N, 7A, two 8A,three 8 n, 9A,10A, 12A, two 12AA, 12N, 64 oz 20vol, 1-32 oz 20 vol, 2 1/2-32oz 30 vol, 4oz 20 vol, 1/2lb +/- quick white. Over $125 retail value. New, never opened (except quick white & 1 32oz vol)",35.5950581,"Asheville, NC",-82.5514869,50.0,Several Hair Color bottles & Supplies,https://us.letgo.com/en/i/Several-Hair-Color-bottles-Supplies_04c9f051-8240-4c44-a2f1-f94612bb9be4
None,35.6266528,"Black Mountain, NC",-82.27898590000001,0.0,four bear ceramic figurines,https://us.letgo.com/en/i/four-bear-ceramic-figurines_cf66f8e7-d18f-4cac-8d1b-51032920b544
None,35.6266528,"Black Mountain, NC",-82.27898590000001,0.0,several NBA trading cards,https://us.letgo.com/en/i/several-NBA-trading-cards_3f57370b-ebb4-42f8-9950-90dc7f62c439
None,35.6266528,"Black Mountain, NC",-82.27898590000001,20.0,four clear glass wine glasses,https://us.letgo.com/en/i/four-clear-glass-wine-glasses_8983347c-e363-4fd0-bd45-0d43072baa29
None,35.3109745,"Hendersonville, NC",-82.4700084,4.0,yellow and black textile,https://us.letgo.com/en/i/yellow-and-black-textile_d3d5cc30-a642-43fd-98b4-b94428eb753c
Men's size 10 These shoes have only been worn a few times and are in like-new condition. Kid's feet grew way too fast. Tread and inside in great condition. $40 OBO,35.330058189986,"Hendersonville, NC",-82.50980455995901,15.0,"Under Armour ClutchFit, Men’s Size 10",https://us.letgo.com/en/i/Under-Armour-ClutchFit-Men-s-Size-10_6799ef47-31e1-49b0-b3a0-8a421074ce89
Never been used I take offers,35.595290232483,"Asheville, NC",-82.61001711719,40.0,Bella stone pizza oven,https://us.letgo.com/en/i/Bella-stone-pizza-oven_9b70a0a7-3efb-4ba2-9822-37319572cd70
Men's size 9 Shoes look good and in good condition and will last a while. Look great. Kid's feet grew too fast. $20,35.329979762947005,"Hendersonville, NC",-82.509567414985,15.0,"Nike Training Low Top, Men’s Size 9",https://us.letgo.com/en/i/Nike-Training-Low-Top-Men-s-Size-9_82a5caf8-4c62-41f8-8f45-ddd7514f50ed
Great condition.,35.330073000741,"Hendersonville, NC",-82.509791462992,15.0,"Nike Zoom Wihtout A Doubt Basketball Shoes, Men’s Size 10",https://us.letgo.com/en/i/Nike-Zoom-Wihtout-A-Doubt-Basketball-Shoes-Men-s-Size-10_7bfe6d1d-c816-421c-b01c-e8788789b827
"All new, never used. 1 black, 6 blue, 2 white, 3 green, 1 orange, 4 pink, 2 silver, 2 gold, 2 red, 5 yellow. polish still thin. Sells $2.50 each new.",35.5950581,"Asheville, NC",-82.5514869,25.0,28 Nail Art Bottles (New),https://us.letgo.com/en/i/28-Nail-Art-Bottles-New-_bf941cc2-f181-420c-bcdc-cfa59c57bd50
None,35.6266528,"Black Mountain, NC",-82.27898590000001,20.0,Topps Desert Storm trading card box,https://us.letgo.com/en/i/Topps-Desert-Storm-trading-card-box_efcfa130-5c64-4471-b1f2-1c4cfe5c195e
None,35.6266528,"Black Mountain, NC",-82.27898590000001,40.0,black Bose speaker,https://us.letgo.com/en/i/black-Bose-speaker_47ad1ad8-a755-4138-bfcb-f1466d843537
,35.574482291104005,"Waynesville, NC",-83.047760733882,5.0,Black mobile spec cable box..,https://us.letgo.com/en/i/Black-mobile-spec-cable-box-_cea986af-5d53-4fdc-8b14-abbe90945937
None,35.5950581,"Asheville, NC",-82.5514869,0.0,white and black wooden table,https://us.letgo.com/en/i/white-and-black-wooden-table_7d06badc-37d6-4a8a-b07e-cbb52440f9f3
None,35.5950581,"Asheville, NC",-82.5514869,0.0,Conair heated shiatsu rest box,https://us.letgo.com/en/i/Conair-heated-shiatsu-rest-box_304ca52b-a7b9-4def-acd6-7f736c47d08e
None,35.5950581,"Asheville, NC",-82.5514869,0.0,Bratz box,https://us.letgo.com/en/i/Bratz-box_18d65068-6585-4e12-b5db-78de21d9e375
None,35.5950581,"Asheville, NC",-82.5514869,0.0,women's pink and black scoop-neck sleeveless dress,https://us.letgo.com/en/i/women-s-pink-and-black-scoop-neck-sleeveless-dress_835d1022-27dd-4948-98ee-aaadf7e92892
None,35.5950581,"Asheville, NC",-82.5514869,0.0,assorted-color clothes lot,https://us.letgo.com/en/i/assorted-color-clothes-lot_1e39803f-389e-49fe-9819-01330097350c
None,35.5950581,"Asheville, NC",-82.5514869,0.0,"women's purple, grey, and brown floral scrub shirts",https://us.letgo.com/en/i/women-s-purple-grey-and-brown-floral-scrub-shirts_5929a3dd-8305-4583-a231-58da7308df11
None,35.5950581,"Asheville, NC",-82.5514869,0.0,pair of gray open-toe sandals,https://us.letgo.com/en/i/pair-of-gray-open-toe-sandals_17bae3ad-6879-4116-b257-15dc89ba2d87
None,35.5950581,"Asheville, NC",-82.5514869,0.0,black-and-white athletic shoes,https://us.letgo.com/en/i/black-and-white-athletic-shoes_909bcd0c-212d-4909-980a-2dd4a9107c8b
,35.625255546234,"Black Mountain, NC",-82.320452637542,35.0,Fully working orange microamp,https://us.letgo.com/en/i/Fully-working-orange-microamp_f63b9dfe-a9c9-484b-9f47-2813a3f48104
,35.625255546234,"Black Mountain, NC",-82.320452637542,45.0,black framed Ray-Ban wayfarer sunglasses with black lens,https://us.letgo.com/en/i/black-framed-Ray-Ban-wayfarer-sunglasses-with-black-lens_afb956e3-0d71-4738-bf6a-36cca520df50
None,35.5948,"Asheville, NC",-82.5572,20.0,4GB Apple ipod,https://us.letgo.com/en/i/4GB-Apple-ipod_2071becf-f081-4eaf-86d7-2d6055542545
"Beautiful Williamsburg Comforter set by Waverly . Reversible comforter, shams and 2 balances 60 in long each. $35 or best offer",35.325859488591,"Hendersonville, NC",-82.421412299891,35.0,"white, red, and green floral comforter set",https://us.letgo.com/en/i/white-red-and-green-floral-comforter-set_0e311b9e-0397-444c-9da8-a5c5526f466f
None,35.573569,"Candler, NC",-82.717694,0.0,New 32 inch flat screen TV,https://us.letgo.com/en/i/New-32-inch-flat-screen-TV_70418ae1-b497-4c0c-b203-b77c0fbbe403
$20 for everything Or $10 for inception(blu-ray/steel case) and interstellar (blu-ray/dvd/digital) $10 for the initial d set $5 for the Harold and Kumar and Mrs.Doubtfire movies together.,35.4369228,"Fletcher, NC",-82.49743649999999,10.0,Blu-ray/DVD movies for sale,https://us.letgo.com/en/i/Blu-ray-DVD-movies-for-sale_0a55a30d-3218-4f27-bc1f-ee6cd251fcdd
New in box drone tank Controls with your iPhone or Apple tablet. Has live feed camera and microphone.,35.4369228,"Fletcher, NC",-82.49743649999999,30.0,Brownstone drone tank,https://us.letgo.com/en/i/Brownstone-drone-tank_fd57acb3-b178-4880-b25a-49867430c5f7
Real stingray. Design on back of ray very unique. Bought as backup but current one still great shape so dont need. Never used.,35.5950581,"Asheville, NC",-82.5514869,25.0,New Ladies stingray billfold,https://us.letgo.com/en/i/New-Ladies-stingray-billfold_de24cfda-226a-4cd6-a80d-2f1b1f786f54
Barn tin,35.842706299999996,"Burnsville, NC",-82.14954559999998,6.0,Tin 6/10/12 feet good condition,https://us.letgo.com/en/i/Tin-6-10-12-feet-good-condition_c09a99ab-94e7-43c2-8380-3f14606ab128
"Spiderman, Iron man and both anime figures are sealed in box (new). Each are $10. Adult size M mass effect hoodie is $15. Everything for $45",35.4369228,"Fletcher, NC",-82.49743649999999,45.0,Various collectibles,https://us.letgo.com/en/i/Various-collectibles_1d10ab8c-08de-48e8-8cb0-2823eebe594b
"Lion is maybe plaster of paris. not sure. 13"" high. Glass Table 12"" diameter.no imperfections.",35.5950581,"Asheville, NC",-82.5514869,20.0,round glass table with lion figurine base frame,https://us.letgo.com/en/i/round-glass-table-with-lion-figurine-base-frame_adca86b0-6e08-4679-9be9-802b0b4a8ff4
New without box,35.381315,"Hendersonville, NC",-82.468089,10.0,Essential Home Toaster Oven,https://us.letgo.com/en/i/Essential-Home-Toaster-Oven-_8735a0f5-88a6-414d-9fa9-b782aa9e793c
"perfect condition, unlocked iphone. can put any sim card into it, 16 GB",35.577501740163,"Asheville, NC",-82.640957103608,100.0,iphone 5s Perfect Condition,https://us.letgo.com/en/i/iphone-5s-Perfect-Condition_55687bc3-c8b4-41f8-ba36-3154a9ff3490
Coat and hat rack,35.3670675,"Mills River, NC",-82.5593083,200.0,Deer antler on cedar hat and coat rack,https://us.letgo.com/en/i/Deer-antler-on-cedar-hat-and-coat-rack_cf03489a-da2c-4c10-b11a-eb8d9b88e4fb
None,35.5890289,"Asheville, NC",-82.480579,10.0,Tiny serger,https://us.letgo.com/en/i/Tiny-serger_7aa44efc-1bf7-4b13-a998-72c4afc9c4d2
None,35.5890289,"Asheville, NC",-82.480579,5.0,Electric pumps or angel,https://us.letgo.com/en/i/Electric-pumps-or-angel_2f7f9078-184d-44a7-a3b4-62ce6e3828ba
I have had this box several years.got it off ebay and never have used it.i do remember it came from circle track race team.not sure who.....80obo,35.5004465,"Waynesville, NC",-82.9851735,80.0,Gm msd 6A box,https://us.letgo.com/en/i/Gm-msd-6A-box_52fc5444-37a1-4d7f-8e4d-452b3414aab0
Other furniture available,35.5871114,"Old Fort, NC",-82.1728176,35.0,Wood desk,https://us.letgo.com/en/i/Wood-desk_12b89e50-ab3a-488f-8835-527fe8180ed0
Other furniture available,35.5871114,"Old Fort, NC",-82.1728176,35.0,3x3 shelf,https://us.letgo.com/en/i/3x3-shelf_18c2b116-f881-4a78-963a-89056011a673
Other wood furniture available,35.5871114,"Old Fort, NC",-82.1728176,35.0,3 foot tall. 3 drawer,https://us.letgo.com/en/i/3-foot-tall-3-drawer_bf7aad0d-0fa5-4568-ab87-bee89d69c03e
"These are for I Phone 6. They are brand new, some have never been opened. The other ones are in good condition. Asking 10 a piece. Specify which one u would like",35.498273625459,"Waynesville, NC",-82.99910426098,10.0,I Phone 6 Cases,https://us.letgo.com/en/i/I-Phone-6-Cases_4a4399e8-aeb8-4647-9a4a-c0ff1979ebc3
"These are cases that fit Galaxy 4 & 5. They are brand new, one is used but it is in good condition. It is a outer box case. Asking 10 a piece. Specify which one u would like",35.498273625459,"Waynesville, NC",-82.99910426098,10.0,Galaxy 4 & 5 phone Cases,https://us.letgo.com/en/i/Galaxy-4-5-phone-Cases_c1bd04a2-104d-450a-a91a-ab12e8574199
"This is brand new, never opened. It is a latch hook kit. It is a little dusty has been packed up. It retails at Micheals for 20.",35.498417512294004,"Waynesville, NC",-82.998952205185,10.0,Dog Latch Hook kit,https://us.letgo.com/en/i/Dog-Latch-Hook-kit_cea10383-7787-4c58-8919-a5d66949e61e
Like new,35.4134223,"Hendersonville, NC",-82.5032424,55.0,Motor cycle stand that will bolt to a trailer,https://us.letgo.com/en/i/Motor-cycle-stand-that-will-bolt-to-a-trailer-_b8650b99-b242-4dd7-b4c7-72b67f5e4c80
Wore once. Looks like new. Size 3/4. Fits like a 5/6. Color: rose(looks pink). It is a two piece dress. It has a built in bra. The bottom is puffy because of the tulle. Bought in October 2017.,35.363026500041,"Hendersonville, NC",-82.334727317569,100.0,women's pink lace long-sleeved top and pink skirt,https://us.letgo.com/en/i/women-s-pink-lace-long-sleeved-top-and-pink-skirt_2efea125-cae9-4a6a-ae0b-0b0f29eed606
Used but works well,35.734525700000006,"Weaverville, NC",-82.570176,50.0,Orion 280 gx 160 watts RMS,https://us.letgo.com/en/i/Orion-280-gx-160-watts-RMS_7d1d1dc7-77c5-4fe8-a752-4e5cc8d288a3
Never used brand new,35.734525700000006,"Weaverville, NC",-82.570176,5.0,Slip on shampoo sprayer,https://us.letgo.com/en/i/Slip-on-shampoo-sprayer_018251fe-5a59-45e0-8b2d-950c303ad081
10w3v3 used but only for a couple weeks works great,35.734525700000006,"Weaverville, NC",-82.570176,75.0,10 inch subwoofer JL audio,https://us.letgo.com/en/i/10-inch-subwoofer-JL-audio-_5f80f1f3-5cdb-42d5-a542-eff459e8b38e
,35.427535380912,"Fletcher, NC",-82.493552895536,175.0,Black spinet piano,https://us.letgo.com/en/i/Black-spinet-piano_d11a17d3-e3a0-4440-b29f-4685c25cee49
Brand new never used,35.734525700000006,"Weaverville, NC",-82.570176,8.0,Zte xl case,https://us.letgo.com/en/i/Zte-xl-case_96395479-02d6-4bbf-9ccd-57e4f8146d3f
Brand new case,35.734525700000006,"Weaverville, NC",-82.570176,8.0,Zte max xl case,https://us.letgo.com/en/i/Zte-max-xl-case_f3b914ce-d28b-4ebf-8055-13ed81e1bddf
None,35.612108,"Black Mountain, NC",-82.342775,0.0,green and black Stanley tool,https://us.letgo.com/en/i/green-and-black-Stanley-tool_7650d146-356a-4d52-b866-1e25da7771b6
Blue metallic,35.637903,"Waynesville, NC",-83.0196349,435.0,Samsung S7 Edge,https://us.letgo.com/en/i/Samsung-S7-Edge_6591a3f1-6ff7-48c8-819c-cd28ba79d83e
Making custom Philadelphia Eagles Super Bowl signs made from pallet wood. Still have to finish painting snf making the other sign. I will post pics when im finished with these and will make an Astros World Series sign and a UNC sign next. Message me if you have a special request as well.,35.511466999999996,"Candler, NC",-82.72225999999999,20.0,Eagles Super Bowl Pallet Wood Sign,https://us.letgo.com/en/i/Eagles-Super-Bowl-Pallet-Wood-Sign_f20cb31e-b6d5-402f-b1b8-58699ccfc30e
Printer for tour phone it has been used and doesnt come woth anything but the printer,35.734525700000006,"Weaverville, NC",-82.570176,15.0,Kodac easy share,https://us.letgo.com/en/i/Kodac-easy-share_3aa7444f-18b7-42cb-ab5b-1b67c2ee1096
"Laptop case. Leather strap, magnetic clips to button, paid $65 new.",35.509078661086,"Weaverville, NC",-82.519256817515,25.0,None,https://us.letgo.com/en/i/Kodac-easy-share_3aa7444f-18b7-42cb-ab5b-1b67c2ee1096
Hi-Tec waterproof boots. Great for hiking. Size 10.,35.621896940948,"Asheville, NC",-82.598802586644,25.0,Hi-Tec waterproof boots,https://us.letgo.com/en/i/Hi-Tec-waterproof-boots_01786c02-306c-4f62-bb28-4733285a0126
Black Nike Air Force Ones with gum soles. Size 11.5,35.621919815576,"Asheville, NC",-82.59884629217599,30.0,Nike Air Force ones,https://us.letgo.com/en/i/Nike-Air-Force-ones_d6e865f3-0d28-4f30-ae3b-5bc45be53bf2
"Columbia's Bahama II short-sleeved shirt is a fisherman's dream. The back mesh-lined cape vents and quick-dry fabrication with built-in Omni-Shade UPF 30 sun protection keep you cool and dry, while the rod and tool holder and multiple pockets provide functional storage Never worn",35.5350489,"Canton, NC",-82.83555809999999,15.0,Columbia Sportswear Shirt,https://us.letgo.com/en/i/Columbia-Sportswear-Shirt-_c6020234-6666-4d66-a0c3-bbd559794485
Old works great .,35.749235,"Alexander, NC",-82.625127,80.0,Cuckoo clock black forest handcrafted,https://us.letgo.com/en/i/Cuckoo-clock-black-forest-handcrafted_e96fbb67-dca2-47cc-8ae3-c7fd39213ad2
"36"" h x 48"" w glass table with bar stools. Chairs have cat claw marks / small pin holes. Seat covers included.",35.5372932,"Clyde, NC",-82.9109729,50.0,Dinning room table and chairs.,https://us.letgo.com/en/i/Dinning-room-table-and-chairs-_6b2b2c15-595a-4209-a5fc-b31839584437
Disney cookie jar similar one on ebay for 135 dollars ...,35.462063,"Arden, NC",-82.5135204,30.0,Disney Mickey Mouse cookie jar,https://us.letgo.com/en/i/Disney-Mickey-Mouse-cookie-jar_3e690396-9efe-431b-9bb6-3ad8611d0ebe
Carolina Panthers Jacket Extra Large Hood with strings and front pocket.,35.534888200000005,"Canton, NC",-82.83698199999999,25.0,Carolina Panthers Jacket,https://us.letgo.com/en/i/Carolina-Panthers-Jacket_e5d1daa7-b5b6-42c8-af8f-f2ae9033e64c
