Title,Location,Price,Description,Url,Latitude,Longitude
2013 Yamaha FJR 1300,"Asheville, NC",7500.0,"2013 Yamaha FJR 1300 Sport Touring, 4 cylinder, 12.120 miles, silver, cruise control, traction control, ABS brakes, heated hand grips, Two Brothers exhaust, handle bar risers, 6.5 gal. gas tank, adjustable windshield, saddlebags, excellent condition, very clean. $ 7.500 (828) 250-0373 WWW.GREENVALLEYCARS.COM",https://asheville.craigslist.org/mcd/d/2013-yamaha-fjr-1300/6513320993.html,35.599694,-82.628866
2014 Honda Accord White 41k,"Cowpens, NC",10995.0,"2014 Honda Accord Automatic, White , On Tan, It has Only 41,980 Miles It Has Spoiler, Power Windows, and Mirrors, Tan Cloth Seats, Power Seats, 4 Cylinder, 4 Door, Radio, 6 CD Changer, FM,AM,CD, XM Radio, Bluetooth, Back up Camera, Side and Curtain Air Bag, 16 Inch Factory Wheels with Firestone Great Tires, Tinted Glass, And Much More, Clean On inside, Runs and Drives Like New, Call Me for more info, 864-266-6936 Willing to Negotiate if offer is fair..... honda, bmw, crv, mercedes, ford, mazda, lx, rx, ls, is, gs, 470 honda, lexus, toyota, ford, accord, civic, coupe, Mercedes,Honda Pilot, Lexus gx470 & 460, Chevrolet Tahoe, suburban, Tahoe, land rover, Nissan armada, GMC Yukon, Terrian, CX7, BMW x5, GMC Terrian, B 2011, 2010, 2009, 2008, 2007, 2012, 2013, 2014, 2016, 2006, 2005, 2017, 2018,",https://asheville.craigslist.org/ctd/d/2014-honda-accord-white-41k/6513312696.html,35.039,-81.822
Pet Crate,"Hendersonville, NC",50.0,Petmate Pet Porter for large dogs - plastic shell - wire door,https://asheville.craigslist.org/for/d/pet-crate/6513308129.html,35.257061,-82.505744
1970's Fender Vibrosonic Amplifier,"Tryon, NC",750.0,"Vintage 70's Fender Vibrosonic Reverb guitar amplifier. 15"" Fender pro series speaker and uses 6L6 tubes. Great shape!",https://asheville.craigslist.org/msg/d/1970s-fender-vibrosonic/6513308239.html,35.257061,-82.505744
Poll Parrot and Weatherbird Comics,"Fletcher, NC",10.0,Poll Parrot and Weatherbird Comics - all three only $10. Please email if interested.,https://asheville.craigslist.org/clt/d/poll-parrot-and-weatherbird/6500112360.html,35.257061,-82.505744
Lawn fertilizer,"Hendersonville, NC",7.0,Bayer advanced triple action lawn fertilizer. Mix is 30-0-4. Each bag is 12 pounds and covers 5000 square feet. Over 50 bags available. $7.00 per bag. .,https://asheville.craigslist.org/mat/d/lawn-fertilizer/6505827490.html,35.292733,-82.489928
10 Issues of Mad Magazine,"Fletcher, NC",25.0,Mad Magazines - 10 Magazines: 286 to 295 (April 1989 to June 1990). All for $25. Please email if interested.,https://asheville.craigslist.org/clt/d/10-issues-of-mad-magazine/6500112652.html,35.292733,-82.489928
Beautiful Apt Complex for Sale - Great Investment Income,"Franklin, NC",25.0,Beautiful apt complex for sale. Monthly rentals provide great investment income. Serene nature views. Peaceful place. 17 acres of nature property. Land contains other buildings for use as Restaurant/Event Hall. Only reasonable offers near 2.2 Million will be considered due to the valuation of the property. For more information please leave a clear voicemail. Thank you for your interest.,https://asheville.craigslist.org/bfs/d/beautiful-apt-complex-for/6505793648.html,35.252508,-83.436122
Washed out less than face value,Unspecified,20.0,Two tickets to washed out on February 28th. $40 for both,https://asheville.craigslist.org/tix/d/washed-out-less-than-face/6508687258.html,35.252508,-83.436122
2001 ford focus zx3,"Burnsville, NC",2000.0,"For sale 2001 Ford Focus ZX3 25000 Miles. car is in great condition too many new parts to list just asked if interested car is in great condition ready to be driven. It is my daily driver so miles will go up. Asking 2000 OBO call or text anytime, if I do not pick up leave a message. Number is",https://asheville.craigslist.org/cto/d/2001-ford-focus-zx3/6507087166.html,35.903,-82.2876
"My Name is Earl, Season I","Flat Rock, NC",10.0,Starring Jason Lee,https://asheville.craigslist.org/emd/d/my-name-is-earl-season/6513193995.html,35.289,-82.3916
1999 Hyundai Accent new axles brakes-strong engine-transmission bad,"Fairview, NC",450.0,Just replaced both front axles. Engine is strong w 158k miles. Transmission is bad. Won't go in reverse. Good for parts or if u know how to rebuild transmission. Asking 450 obo.,https://asheville.craigslist.org/cto/d/1999-hyundai-accent-new-axles/6513194639.html,35.5258,-82.3985
Snow White and The Huntsman,"Flat Rock, NC",5.0,"Starring Charlize Theron, Chris Hemsworth and Kristen Stewart",https://asheville.craigslist.org/emd/d/snow-white-and-the-huntsman/6513195148.html,35.289,-82.3916
"The Office, Season I","Flat Rock, NC",5.0,Starring Steve Carell,https://asheville.craigslist.org/emd/d/the-office-season/6513195511.html,35.289,-82.3916
Vintage Glass Crystal and Brass Hanging Lamp SALE ITEM,"Asheville, NC",112.0,"This is the sale price it is marked $160 in the store, my booths have a 30% off all furniture sale making this piece $112. This is a glass, brass and crystal lamp in nice working condition no damage to the vintage lamp. The Tobacco Barn is located at 75 Swannanoa River Road Asheville NC 28805 The booth is D9 located on the far left wall underneath the large red Antiques sign. The barn is open 7 days 10-5 Sunday 1-5pm. Thank you",https://asheville.craigslist.org/fuo/d/vintage-glass-crystal-and/6513195832.html,35.289,-82.3916
10 TON EQUIPMENT TRAILER $3500 OBO,"Greeneville, TN",112.0,"10 TON EQUIPMENT TRAILER FOR SALE, WITH A TITLE, PINTLE HITCH. 18 ft plus a 5 ft dove. Good floor. $3500 OBO FOR MORE INFORMATION, PLEASE CALL .",https://asheville.craigslist.org/hvo/d/10-ton-equipment-trailer-3500/6500489147.html,35.289,-82.3916
Old white metal medicine with mirror,"Weaverville, NC",35.0,"Old white metal medicine cabinet with mirror. Door opens as shown in pics. $35. Dimensions are 20 inches tall, 14 wide and 5 inches deep. Pick up in Weaverville.",https://asheville.craigslist.org/fuo/d/old-white-metal-medicine-with/6498172844.html,35.289,-82.3916
EVERYONE NEEDS A TIN MAN,"Mills River, NC",45.0,"EVERYONE needs a TIN MAN This piece measures 23 inches tall by 12 inches wide and is mainly constructed of empty food item tin containers. It is held together by sheet metal screws, small bolts and in some places, wire. This uniquely designed and assembled item would make a great conversation piece or even a gift for someone that has ""EVERYTHING"" Wagon Wheel Antiques 5664 Old Haywood Road Buy,Sell, Trade Mills River, N.C. 28759 Business Hours: (weather permitting) Sunday: 10 a.m. until 5 p.m. Monday: 10 a.m. until 5 p.m. Tuesday: 10 a.m. until 5 p.m. Wednesday: 10 a.m. until 5 p.m. Thursday: 10 a.m. until 5 p. m. Friday: 10 a.m. until 5 p. m. Saturday: 10 a.m. until 5 p.m.",https://asheville.craigslist.org/cbd/d/everyone-needs-tin-man/6513189419.html,35.427561,-82.573543
2 small heavy solid wood barstools,"Weaverville, NC",35.0,"Small White Heavy Solid Wood bar stools. Dimensions are 33.5 inches tall, 17 inches wide, 13.5 inches deep. $35 for set. These are 20 inches from seat to ground.",https://asheville.craigslist.org/fuo/d/2-small-heavy-solid-wood/6510584502.html,35.427561,-82.573543
Tailpiece for Upright Bass (2) Price drop - $10 Each,"Burnsville, NC",20.0,"I have two upright bass tailpieces. One is in mint condition and the second one shows minor use. Ebonized not sure of the wood, but would guess it is Maple. One is 13 1/2"" and one is 13 1/4"". Great Price is for both!",https://asheville.craigslist.org/msg/d/tailpiece-for-upright-bass-2/6513197391.html,35.427561,-82.573543
7 piece Crib bedding set by My Baby Sam,"Asheville, NC",60.0,"Set includes- crib bumper, crib skirt, mobile, plush blanket, 2 curtain valances & changing pad cover. All in brand new condition in original packing. Free of stains. Non-smokers.",https://asheville.craigslist.org/bab/d/7-piece-crib-bedding-set-by/6495512884.html,35.427561,-82.573543
NATIVE FOTHERGILLA,"Lake Junaluska, NC",15.0,400 3 GAL SIZE NATIVE FOTHERGILLA NICE AND FULL HAS NICE FALL COLOR AND WHITE BLOOM IN SPRING 15 EACH CALL GREENTREE NURSERY OR WE ARE A LOCAL FAMILY OWNED NURSERY,https://asheville.craigslist.org/grd/d/native-fothergilla/6500555040.html,35.523235,-82.98274
case maxie sneaker,"Bristol, TN",2500.0,For sale case maxie sneaker drop plow machine runs good and plows good. No trencher or boring unit but coild be installed easily,https://asheville.craigslist.org/hvo/d/case-maxie-sneaker/6513148413.html,35.523235,-82.98274
New Ladies Classic White Reebok size 8,"Asheville, NC",5.0,New ladies leather classic white Reebox sneakers size 8,https://asheville.craigslist.org/clo/d/new-ladies-classic-white/6513113572.html,35.603073,-82.546914
"New Ladies Rebok Sneakers, White, Classic Style, Size 8","Asheville, NC",10.0,"Never worn Ladies Rebok, classic style high top sneakers in white.",https://asheville.craigslist.org/clo/d/new-ladies-rebok-sneakers/6513113936.html,35.603056,-82.546999
16 x 6.5 Ft. trailer,Unspecified,1350.0,"Very good trailer. I just installed new lights after I took this picture and they work good. Tires are good. Heavy duty steel ramps with slide in rakes. Removable fenders for wider vehicles. The floor is weathered but very solid. 2006 $1350 Firm. Sold with Ga. registration and bill of sale. Not interested in trades. Call or text . Hiawassee Ga. Hauler,tractor,farm equipment,bob cat,construction,",https://asheville.craigslist.org/hvo/d/16-65-ft-trailer/6508278014.html,34.968074,-83.801908
Antique French Hutch/Sideboard/China cabinet,"Calhoun, GA",1500.0,"This is in good condition and has its original keys. Dated circa late 1800's as per an estate appraisal in the early 1990's. All lock mechanisms and drawers work. Wood carving design on cabinet is Art Nouveau, and front facia carvings depict deer, cabin, and mountain setting. Wood is walnut. Old world construction. There are two natural cracks in the counter top----- noticeable, but not detracting from the beauty of this piece. Functional and eye-catching, this is a wonderful piece for home or upscale restaurant. Phone calls only, please. I will gladly send more photos if requested.",https://asheville.craigslist.org/atq/d/antique-french-hutch/6493520698.html,34.968074,-83.801908
PJM AND LAND MARK SMALL LEAF RHODODENDRON,"Lake Junaluska, NC",15.0,3 GAL PJM (LAVENDAR) AND 3 GAL LANDMARK(RED) $15 EACH CALL GREENTREE NURSERY,https://asheville.craigslist.org/grd/d/pjm-and-land-mark-small-leaf/6509573880.html,35.524213,-82.983942
1995 jeep wrangler,"Canton, NC",5000.0,"It has a 4"" rought country suspension lift and a 2"" body lift 5spd 31"" tires or trade for a side by side or Corvette",https://asheville.craigslist.org/cto/d/1995-jeep-wrangler/6513085253.html,35.435753,-82.861153
Sterling Silver Bell with Flowers,"Whittier, NC",249.0,"New Jewelry has arrived at Alan's Jewelry & Pawn in Cherokee... Here at Alan's Jewelry and Pawn we buy Gold, Silver, Platinum, and even Gift Cards. We have a hassle free in store financing that lets you pick out items and walk out with them the same day. We also have free layaway at all our locations, 1186 Patton Ave, 736A Tunnel Road, and in Cherokee right across from the Casino! Come to Alan's Jewelry and Pawn and find out why we are voted the #1 pawn shop in Western North Carolina! Cash offers considered, please message with any question or concerns, Thank you.",https://asheville.craigslist.org/atd/d/sterling-silver-bell-with/6513056325.html,35.468098,-83.301923
Ring-Sterling Diamond Cluster Blue & White diamonds 2CTW,"Whittier, NC",349.0,"New Jewelry has arrived at Alan's Jewelry & Pawn in Cherokee... Here at Alan's Jewelry and Pawn we buy Gold, Silver, Platinum, and even Gift Cards. We have a hassle free in store financing that lets you pick out items and walk out with them the same day. We also have free layaway at all our locations, 1186 Patton Ave, 736A Tunnel Road, and in Cherokee right across from the Casino! Come to Alan's Jewelry and Pawn and find out why we are voted the #1 pawn shop in Western North Carolina! Cash offers considered, please message with any question or concerns, Thank you.",https://asheville.craigslist.org/jwd/d/ring-sterling-diamond-cluster/6513056923.html,35.468124,-83.301891
Dell Optiplex 740 Motherboard w/ AMD Phenom 8750 X3 Triple-Core CPU,"Bostic, NC",30.0,"Dell Optiplex 740 Motherboard w/ AMD Triple-Core CPU AMD Phenom X3 8750 Triple-Core Clock Speed 2.4GHz Socket AM2+ Motherboard is Dell part number 0YP806. Includes speaker and I/O shield mesh. Also includes front panel board with ribbon cable and connector (not pictured). Panel has USB ports, power button, diagnostic LED's and audio jacks. Perfect for someone needing a PC on the cheap. Works great. $30. Very firm. Bostic",https://asheville.craigslist.org/sop/d/dell-optiplex-740-motherboard/6485154603.html,35.362456,-81.811752
MANGO MANDARIN Body Lotion - Five Containers,"Asheville, NC",7.0,Smells great and fragrance is long lasting. Skin feels soft and hydrated after just one application. Five containers total. Each container contains 2 fl. oz. (60 ml). Brand new and unopened. Thank you for your interest and I'm looking forward to hearing from you!,https://asheville.craigslist.org/for/d/mango-mandarin-body-lotion/6501782118.html,35.362456,-81.811752
CITRUS & CUCUMBER Cleansing and Exfoliating Towelettes - 3 Packages,"Asheville, NC",5.0,"POND'S Morning Refresh, Citrus & Cucumber, Wet Towelettes. For cleansing and exfoliating. Each Towelette contains exfoliating micro-beads. There are five Towelettes in each package, and I have three packages. I'm selling all three packages for $5. Each package is brand new, sealed, and unopened. Please feel free to ask any questions and thank you for your interest.",https://asheville.craigslist.org/for/d/citrus-cucumber-cleansing-and/6501781803.html,35.362456,-81.811752
Hilti PA-910 Surveyor Tripod With PA-151 Head,"Bostic, NC",100.0,Hilti PA-910 Surveyor's Tripod With PA-151 Head Just like the title says. Great shape. Rock solid. Nothing loose or wobbly. $100.00 Very FIRM Bostic,https://asheville.craigslist.org/tls/d/hilti-pa-910-surveyor-tripod/6513057551.html,35.362421,-81.811452
CUTE & COZY GLASS JAR with Fall Theme,"Asheville, NC",5.0,"Small, glass jar. Perfect condition. Cozy Autumn feel. Warm Fall colors. Painted vines, leaves and acorns in deep, earthy tones. 2 1/2"" high x 2 3/4"" deep.",https://asheville.craigslist.org/art/d/cute-cozy-glass-jar-with-fall/6501788911.html,35.362421,-81.811452
"Adorable, Tiny TOTE bag","Asheville, NC",7.0,"Never used. Like new condition. Great for carrying makeup, shampoo, toothbrush, water, vitamins, etc. 10.5 inches long (at longest point), 7 inches high. Smoke-free home. Pet-free home.",https://asheville.craigslist.org/hsh/d/adorable-tiny-tote-bag/6501789217.html,35.362421,-81.811452
New BOXER SHORTS...BLUE FLANNEL...Still Has TAGS...Never Worn,"Asheville, NC",6.0,"STAFFORD boxer shorts. 100% Cotton. Blue flannel. Real soft. Brand new and never worn. Still has tag with original price of $12. Received as a gift. Label says Size Large, but these look slightly larger than Medium.",https://asheville.craigslist.org/clo/d/new-boxer-shortsblue/6501789633.html,35.362421,-81.811452
SNOWMAN THROW...Artwork by Artist Amy Hautman...BRAND NEW in Package,"Asheville, NC",25.0,"Royal Plush Raschel Throw. Extremely soft! (And extremely adorable.) Brand new, never used, still in package. Measures 50"" x 60"". Snowman artwork by Amy Hautman.",https://asheville.craigslist.org/hsh/d/snowman-throwartwork-by/6501788369.html,35.362421,-81.811452
"TOOL & BLADE SHARPENER - For Mower Blades, Garden Tools, Shears, Axes","Asheville, NC",18.0,"Utilizes diamond sharpened carbide inserts. Handle has two sharpeners...one is for double-edge tools like axes and hatchets, and the other is for single-edge tools like mower blades, garden shears, etc. Much easier and faster than using a file. Sharpens in just a few strokes. Sharpens Axes, Pulaskis, Hatchets, Lawn Mower Blades, Garden Shears, Large Garden Tools, Shovels, and More.",https://asheville.craigslist.org/tls/d/tool-blade-sharpener-for/6501788614.html,35.362421,-81.811452
DURA SAFE Plastic Card Sheets,"Asheville, NC",6.0,"DURA SAFE Plastic Card Sheets. Each sheet has nine sleeves per page. Sleeves are top loading. Pages fit into any standard three-ring binder. New and unused. Pages still have sales stickers on them. For trading cards, collectible cards, small photos, small paper collectibles, or coupons. Six pages total.",https://asheville.craigslist.org/for/d/dura-safe-plastic-card-sheets/6501796253.html,35.362421,-81.811452
"3 Cute, Small, GLASS JARS...with GLASS LIDS","Asheville, NC",6.0,"All three jars are in perfect condition and squeaky clean. Glass lids have rubber seals for tight fit. Two of the jars are identical, and one of the jars is slightly different and slightly taller. The two identical jars are 2.5 inches tall (with lid on), and the other jar is 3.25 inches tall (with lid on). Great for organizing craft supplies, beads, buttons, paper clips, thumbtacks, nails, screws, etc.",https://asheville.craigslist.org/hsh/d/3-cute-small-glass-jarswith/6501796048.html,35.362421,-81.811452
MEMPHIS IN MAY 2002...Beale Street Music Fest...TIE-DYE T-Shirt,"Asheville, NC",40.0,Like new condition. Never worn. Size XL. Thank you for your interest!,https://asheville.craigslist.org/for/d/memphis-in-may-2002beale/6501796476.html,35.362421,-81.811452
"17"" Monitor","Asheville, NC",75.0,"IC POWER. Model CRT9617. 17"" Monitor. Excellent condition. Please feel free to ask any questions. Thank you!",https://asheville.craigslist.org/for/d/17-monitor/6501796811.html,35.362421,-81.811452
"VINTAGE National Geographic, August 1967 - EXCELLENT Condition","Asheville, NC",10.0,"Excellent condition. No lines, tears, or marks. Inside pages look brand new. Has never been read. Many photos and neat retro advertising. Articles Include: From Sword to Scythe in Champlain Country Cook Islands: Paradise in Search of a Future San Marino: Little Land of Liberty Life in a ""Dead"" Sea: Great Salt Lake First Woman Across Greenland Ancient Aphrodisias and its Marble Treasures",https://asheville.craigslist.org/atq/d/vintage-national-geographic/6501797157.html,35.362421,-81.811452
3-D PUZZLE of PARIS - Purchased in 1992 and Never Opened,"Asheville, NC",75.0,"Three Dimensional Puzzle of Paris Storefronts and Buildings. Purchased in 1992 and never opened. Box is in perfect condition and still sealed in its original cellophane plastic. 353 pieces. Completed measurements are 11.5"" high, 13.5"" wide, 9"" deep. Artwork by French artist Daniel Leclerc.",https://asheville.craigslist.org/clt/d/3-puzzle-of-paris-purchased/6501803793.html,35.362421,-81.811452
MUSEUMS IN ROME AND SISTINE CHAPEL - Published 1976 - LIKE NEW,"Asheville, NC",90.0,"Museums in Rome and Sistine Chapel. Published 1976. Like new condition. A collection of the museums of Rome, and the paintings, sculptures, and artifacts in those museums. Also included is the Sistine Chapel and works of Michelangelo. A rare and hard to find book. 145 Pages.",https://asheville.craigslist.org/clt/d/museums-in-rome-and-sistine/6501804000.html,35.362421,-81.811452
Monte Carlo,"Asheville, NC",5500.0,"2002 Chevrolet Monte Carlo SS. Super clean and super sleek. Black and beautiful. Lots of extras including sunroof, new tires and just 117k miles.",https://asheville.craigslist.org/cto/d/monte-carlo/6512925714.html,35.6172,-82.407
VINTAGE ALADDIN THERMOS - Excellent Condition - NEVER USED,"Asheville, NC",18.0,"Vintage Thermos. Excellent condition. Never used. Made in USA. Made in Nashville, Tn. Wide mouth. For hot and cold beverages. Stopper prevents spillage. Great for soups and stews. Aqua blue and cream color. Slightly less than 9 1/2"" tall. Holds one pint of liquid (1/2 liter). I have seen the original sticker for this thermos, and the manufacturer states that it is ""UNBREAKABLE."" This belonged to my parents, and I would like to see it go to a good home.",https://asheville.craigslist.org/for/d/vintage-aladdin-thermos/6501803571.html,35.6172,-82.407
3pt hitch Trailer Mover,"Horse Shoe, NC",95.0,asking $95,https://asheville.craigslist.org/grd/d/3pt-hitch-trailer-mover/6497709979.html,35.3432,-82.5565
"1.5"" Self inflating Sleeping pad","Reynolds, NC",5.0,Has very slow leak. Will hold air for around 6 hours,https://asheville.craigslist.org/spo/d/15-self-inflating-sleeping-pad/6503926596.html,35.5393,-82.518
GOAT MILK SOAP with Coconut Oil - All Natural,"Asheville, NC",8.0,"Tumbling Creek Ranch Goat Milk Soap. All Natural. No preservatives, chemicals, or additives. Bar is very thick and heavy, and lasts a very long time. Smells wonderful! Coconut Oil is the first ingredient, and Goat Milk is the second ingredient, so this soap contains mostly these two ingredients. Ingredients: Coconut Oil, Fresh Goat Milk, Olive Oil, Grapeseed Oil, Lye, Palm Oil, Lard, Fragrance Oil, Castor Oil, Cornmeal.",https://asheville.craigslist.org/for/d/goat-milk-soap-with-coconut/6501804224.html,35.5393,-82.518
Various Art Items Paintings Sketches Shown by Appointment,Unspecified,500.0,"various paintings and sketches by semi famous, locally famous and unknown artists. ALL ORIGINALS. some framed, most not. Perfect for starting a collection or adding to an art gallery. Two nudes but nothing obscene, Contact me via craigslist if interested.",https://asheville.craigslist.org/art/d/various-art-items-paintings/6500801423.html,35.5393,-82.518
Yamaha 450,"Marion, NC",600.0,It does not run but can be fixed . It is complete with a few after market parts..... The motor will not turn over.... Will trade just let know what you have... call or text ATV four wheeler Yamaha Polaris Kawasaki Suzuki Honda dirt bike,https://asheville.craigslist.org/snw/d/yamaha-450/6512794323.html,35.6819,-82.018
Epiphone Jumbo Acoustic Guitar,Unspecified,200.0,"This is my Epiphone Jumbo acoustic guitar. It's in flawless condition without scratches, dents, blemishes, or any other imperfections. It's a jumbo size which increases the bass, fullness and volume of the guitar. It has a very nice tone with great mids, lows, and highs and projects strong and clear. The SlimTaper D shape neck allows your hand fit comfortable even after many hours after playing. Chords feel great and leads are fast and smooth. Most guitars only have the lower strap button for one end of the strap and you have to tie the other end of to the headstock. This guitar has both lower and upper strap buttons so you don't have to drill a hole to install another. I have included many high resolution pictures from different angles to allow you to see everything in full detail. I took duplicate pictures to show how the color changes slightly from darker to warmer depending on the lighting. This is a very nice guitar and I know you will absolutely love it. Thanks for checking my post!",https://asheville.craigslist.org/msg/d/epiphone-jumbo-acoustic-guitar/6498398687.html,35.6819,-82.018
Three seater sofa porch swing,"Asheville, NC",70.0,"Super comfortable three-seater sofa with deep seats mounted on swinging hardware. Great addition to any porch. Seats up to five people. Perfect for spring naps, drinks or reading a book while swaying in the breeze. With some fabric and a staple gun the couch is easy to recover so it looks brand new. Everything included for this dirt cheap price.",https://asheville.craigslist.org/fuo/d/three-seater-sofa-porch-swing/6512648764.html,35.6819,-82.018
Gold Colored Down Filled Loveseat,"Marion, NC",100.0,"This is a golden linen fabric couch with bronze upholstery tacks. We had it in our tiny home. It is very comfortable and the cushions are down filled. The bottom of one cushion has a stain and the arm has a small tear. $100 obo. 56"" wide 36"" deep and 33"" tall. No smoking home. Call or text. I will not respond to emails. 828527442eight",https://asheville.craigslist.org/fuo/d/gold-colored-down-filled/6500277614.html,35.6819,-82.018
Tables antique school desk other items Yard Estate Sale by Appointment,Unspecified,100.0,"Estate sale. Selling Furniture as well as household items, Will show by appointment only. Come by yourself or bring 100 friends with you. Antque school desk, tables, wood shelves, stove and more. I will not sell to any PAWN SHOPS. My relatives were retired Navy officers who bought quality items. Contact me via craigslist to arrange meeting at the house. The house is also for sale and has a building on it, perfect for a small church or biker club.",https://asheville.craigslist.org/fuo/d/tables-antique-school-desk/6500799398.html,35.6819,-82.018
Disney CARS Little Boy's 9/10 SLIPPERS Lightning McQueen RED ~ New,"Waynesville, NC",4.0,Disney Pixar CARS Little Boy's size L(9/10) SLIPPERS New with Tags These Lightning McQueen slippers for toddlers feature a colorful design and are easy to put on Comfortable Easy to put on Plush Skid-resistant soles Sole is approximately 7 inches long,https://asheville.craigslist.org/clo/d/disney-cars-little-boys-9-10/6503678953.html,35.6819,-82.018
Schimmel Grand Piano,"Hendersonville, NC",11500.0,German built Schimmel grand piano now available. Make: Schimmel Finish: Walnut Serial: 255.107 Year: 1985 freeburgpianos.com PIANO GALLERY,https://asheville.craigslist.org/msd/d/schimmel-grand-piano/6483090686.html,35.343582,-82.474154
SCHOLASTIC ART SHAPES Grades 1 to 2 Building Pieces ~ New in Box,"Waynesville, NC",2.0,SCHOLASTIC Grades 1 to 2 ART SHAPES Building Pieces New in Box Develop abstract thinking! Helps children build visual perception and spatial relationship skills Enhances problem solving skills Contents: 1 set of building shapes 12 double sided image cards,https://asheville.craigslist.org/tag/d/scholastic-art-shapes-grades/6484858118.html,35.343582,-82.474154
McGregor left hand graphite shaft oversized driver,"Candler, NC",20.0,McGregor lefty graphite shaft oversize 9 degree fairway driver. Nice golf club for $20. 712-O327,https://asheville.craigslist.org/spo/d/mcgregor-left-hand-graphite/6477078073.html,35.560859,-82.644825
1996 Camaro for sale/trade,"Asheville, NC",2800.0,"3.8 6 cylinder model getting roughly 20/25 mpg city/highway. 200 HP 225 Torque. -T-tops do not leak and are awesome -Fresh Clutch -Great interior -Sony Sound System -Good Tires -Good Brakes -Healthy Engine -Maintained with care -Minor cosmetics -Could probably use new rear shocks The car has been my daily driver for roughly 6+ years. It's a great car and I'm only looking to sell/trade for a Motorcycle or Truck. My girlfriend would prefer it be a truck, but show me what you've got. Cash also accepted obviously. Would make a solid first car. Price reflects that the Camaro has been well maintained, has a fresh clutch, and drives beautifully.",https://asheville.craigslist.org/cto/d/1996-camaro-for-sale-trade/6512528307.html,35.6004,-82.4918
Club Car rear seat,"Asheville, NC",2800.0,Club Car rear seat with all the hardware 125.00,https://asheville.craigslist.org/spo/d/club-car-rear-seat/6512475683.html,35.55698,-82.606498
Sterilite Dressers,"Asheville, NC",25.0,"Resin dressers, excellent condition. Have 2 - $25 or $40 for pair. Measurements approximately 21.5"" Wide, 15"" Deep, 23"" High.",https://asheville.craigslist.org/fuo/d/sterilite-dressers/6479028959.html,35.55698,-82.606498
2001 Mazda Protege,Unspecified,1500.0,"4 cylinder 5-speed 228,570 miles, sun roof, good driving car, cold A/C, nice hatch back Please calls only Terry",https://asheville.craigslist.org/cto/d/2001-mazda-protege/6512476721.html,35.55698,-82.606498
Car Top Carrier,"Brevard, NC",50.0,Here is a nice Sears X-Cargo car top carrier ready to mount to your rack or make into a motorcycle trailer. A little dirty and can use some foam tape but in great shape otherwise! Don't spend hundreds when you can spend just $50!!,https://asheville.craigslist.org/pts/d/car-top-carrier/6512529760.html,35.2208,-82.7404
"78 Super Nice John Deere/ Trade 4X4 Four Wheeler, Nice 2 seat go kart","Hendersonville, NC",50.0,"I have a super nice 1978 John Deere 208 with a 52"" plow that I extended, Has LED lights front and back for plowing. I rebuilt the rest of the tractor and painted it and it is in good shape. Am interested in a side by side or a nice 4x4 four wheeler or real good side by side go cart, golf cart, 8N tractor.. if you have any one of these, I would be interested, let me know. text or call",https://asheville.craigslist.org/snw/d/78-super-nice-john-deere/6501971768.html,36.3049,-77.5607
WANTED American Silver Coins,"Hendersonville, NC",50.0,Wanted to buy 1892 to 1916 Barber quarters. ALSO will buy other silver and gold American coins. Will pay top dollar.,https://asheville.craigslist.org/wan/d/wanted-american-silver-coins/6484891487.html,36.3049,-77.5607
I Beam Trollies,"Fletcher, NC",200.0,I have 4 500lb capacity Trollies 1 ton total. Currently set at 12 inch but can be adjusted down to 4 inch These were used in a production paint shop to move racks in and out of paint booth selling as a set will not seperate,https://asheville.craigslist.org/tls/d/beam-trollies/6512407017.html,36.3049,-77.5607
HJC Helmets Brand New In Box!!!,"Brevard, NC",50.0,"DS-X1 - 2XL - MATTE BLACK - 75.00 CS-R3 - 2XL - MATTE BLACK - 50.00 CS-R3 - LG - BLACK - 50.00 CS-R3 - XL - WHITE - 50.00 CL-17 - MD - MATTE BLACK - 65.00 CL-17 - LG - MATTE ANTHROCITE - 65.00 CL-17 - 2XL - MATTE BLACK - 65.00 CL-17 - SM - WHITE - 65.00 ALL HELMETS ARE NEW IN BOX, NEVER RIDDEN, NEVER WORN!!! CLOSED MY SHOP THIS IS WHATS LEFT OF MY INVENTORY!!!",https://asheville.craigslist.org/mpo/d/hjc-helmets-brand-new-in-box/6512407134.html,35.2208,-82.7404
R.V./CAMPER Slide in Stove / Cook top,"Highlands, NC",140.0,"Atwood 3 Burner Black Top Slide In Cooktop, never used except to demo. We just purchase a new RV and I immediately pulled this and replaced with an oven/ cook top. The dimensions are Approx. 21 L X19 1/2 wide X 4 1/2 Deep. I have the owners manual and installation instructions. Like new $250.00 new. $140.00 OBO. No shipping",https://asheville.craigslist.org/rvs/d/rv-camper-slide-in-stove-cook/6509500660.html,35.0705,-83.216
NUFLEX Foundation from Beauty Rest Adjustable Queen Bed,"Asheville, NC",1800.0,"Comfor Pedic mattress with Air Cool Sleep system. Very comfortable mattress, no stains, high quality. It's only a couple years old. I paid over $2,500 for it. I'm moving into a smaller space and can't take it. You would need a way to move it. The head and foot areas of the bed move independently. Has massage feature and other settings. Email your phone number if you would like a call back. $1800",https://asheville.craigslist.org/fuo/d/nuflex-foundation-from-beauty/6512430166.html,35.5808,-82.6078
